alt	name
purbi singhbhum	Purbi Singhbhum
kodarma	Kodarma
giridih	Giridih
bokaro	Bokaro
deoghar	Deoghar
gumla	Gumla
ramgarh	Ramgarh
garhwa	Garhwa
ranchi	Ranchi
pakur	Pakur
gopalganj	Gopalganj
vaishali	Vaishali
siwan	Siwan
sheohar	Sheohar
buxar	Buxar
madhubani	Madhubani
supaul	Supaul
bhojpur	Bhojpur
darbhanga	Darbhanga
samastipur	Samastipur
kaimur (bhabua)	Kaimur (Bhabua)
rohtas	Rohtas
khagaria	Khagaria
lohardaga	Lohardaga
sahibganj	Sahibganj
godda	Godda
palamu	Palamu
arwal	Arwal
bhagalpur	Bhagalpur
purnia	Purnia
madhepura	Madhepura
munger	Munger
sitamarhi	Sitamarhi
purba champaran	Purba Champaran
lakhisarai	Lakhisarai
jamui	Jamui
begusarai	Begusarai
nalanda	Nalanda
katihar	Katihar
west delhi	West Delhi
mewat	Mewat
nuh	Mewat
jhajjar	Jhajjar
bhiwani	Bhiwani
kaithal	Kaithal
siddharthnagar	Siddharthnagar
siddharth nagar	Siddharthnagar
sant kabir nagar	Sant Kabir Nagar
dhanbad	Dhanbad
dumka	Dumka
kishanganj	Kishanganj
gaya	Gaya
banka	Banka
aurangabad (bihar)	Aurangabad (Bihar)
nawada	Nawada
araria	Araria
warangal	Warangal
pashchim champaran	Pashchim Champaran
muzaffarpur	Muzaffarpur
saran	Saran
new delhi	New Delhi
sonipat	Sonipat
karnal	Karnal
kurukshetra	Kurukshetra
jind	Jind
panipat	Panipat
mahendragarh	Mahendragarh
fatehabad	Fatehabad
shahid bhagat singh nagar	Shahid Bhagat Singh Nagar
shaheed bhagat singh nagar	Shahid Bhagat Singh Nagar
mandya	Mandya
mysore	Mysore
mysuru	Mysore
chikkaballapura	Chikkaballapura
chickballapur	Chikkaballapura
chickaballapur	Chikkaballapura
yadgir	Yadgir
yadagiri	Yadgir
chikmagalur	Chikmagalur
chikkamagaluru	Chikmagalur
chitradurga	Chitradurga
haveri	Haveri
dakshina kannada	Dakshina Kannada
raichur	Raichur
kolar	Kolar
bijapur (karnataka)	Bijapur (Karnataka)
uttara kannada	Uttara Kannada
davanagere	Davanagere
davangere	Davanagere
dharwad	Dharwad
hubballi	Dharwad
hubli	Dharwad
hubli-dharwad	Dharwad
hubballi-dharwad	Dharwad
bidar	Bidar
chamarajanagar	Chamarajanagar
gulbarga	Gulbarga
kalaburagi	Gulbarga
gadag	Gadag
udupi	Udupi
bagalkot	Bagalkot
bagalkote	Bagalkot
hassan	Hassan
shimoga	Shimoga
shivamogga	Shimoga
bellary	Bellary
kodagu	Kodagu
east delhi	East Delhi
south delhi	South Delhi
north west delhi	North West Delhi
north-west delhi	North West Delhi
south west delhi	South West Delhi
south-west delhi	South West Delhi
faridabad	Faridabad
sirsa	Sirsa
hisar	Hisar
bangalore rural	Bangalore Rural
bangalore (r)	Bangalore Rural
tumkur	Tumkur
belgaum	Belgaum
belagavi	Belgaum
koppal	Koppal
bangalore	Bangalore
bangalore urban	Bangalore
bangalore (u)	Bangalore
bengaluru	Bangalore
ramanagara	Ramanagara
washim	Washim
ahmadnagar	Ahmadnagar
ahmednagar	Ahmadnagar
latur	Latur
solapur	Solapur
nashik	Nashik
osmanabad	Osmanabad
sindhudurg	Sindhudurg
kolhapur	Kolhapur
chandrapur	Chandrapur
akola	Akola
parbhani	Parbhani
yavatmal	Yavatmal
nanded	Nanded
dhule	Dhule
satara	Satara
sangli	Sangli
hingoli	Hingoli
pune	Pune
central delhi	Central Delhi
delhi	Central Delhi
rewari	Rewari
rohtak	Rohtak
ambala	Ambala
chandigarh	Chandigarh
gondiya	Gondiya
amravati	Amravati
nandurbar	Nandurbar
ratnagiri	Ratnagiri
wardha	Wardha
aurangabad (maharashtra)	Aurangabad (Maharashtra)
buldana	Buldana
buldhana	Buldana
gadchiroli	Gadchiroli
jalgaon	Jalgaon
raigarh (maharashtra)	Raigarh (Maharashtra)
raigad	Raigarh (Maharashtra)
kolaba	Raigarh (Maharashtra)
kolába	Raigarh (Maharashtra)
kulába	Raigarh (Maharashtra)
kulaba	Raigarh (Maharashtra)
bhandara	Bhandara
bid	Bid
jalna	Jalna
thane	Thane
palghar	Palghar
varanasi	Varanasi
north east delhi	North East Delhi
north-east delhi	North East Delhi
patiala	Patiala
tarn taran	Tarn Taran
kapurthala	Kapurthala
fatehgarh sahib	Fatehgarh Sahib
fategarh sahib	Fatehgarh Sahib
sangrur	Sangrur
yanam	Yanam
tamenglong	Tamenglong
bara banki	Bara Banki
barabanki	Bara Banki
mahoba	Mahoba
mahrajganj	Mahrajganj
mirzapur	Mirzapur
kushinagar	Kushinagar
north delhi	North Delhi
gurgaon	Gurgaon
gurugram	Gurgaon
yamunanagar	Yamunanagar
palwal	Palwal
panchkula	Panchkula
mamit	Mamit
chandel	Chandel
deoria	Deoria
unnao	Unnao
fatehpur	Fatehpur
mau	Mau
rae bareli	Rae Bareli
rae bareilly	Rae Bareli
amethi	Amethi
ghaziabad	Ghaziabad
muzaffarnagar	Muzaffarnagar
gautam buddha nagar	Gautam Buddha Nagar
saharanpur	Saharanpur
etawah	Etawah
agra	Agra
cuddalore	Cuddalore
pathankot	Pathankot
gurdaspur	Gurdaspur
mansa	Mansa
amritsar	Amritsar
kohima	Kohima
wokha	Wokha
zunheboto	Zunheboto
kiphire	Kiphire
faridkot	Faridkot
ludhiana	Ludhiana
bathinda	Bathinda
jalandhar	Jalandhar
moga	Moga
hoshiarpur	Hoshiarpur
dimapur	Dimapur
peren	Peren
lohit	Lohit
west siang	West Siang
upper subansiri	Upper Subansiri
changlang	Changlang
tirap	Tirap
lower subansiri	Lower Subansiri
east kameng	East Kameng
upper siang	Upper Siang
anjaw	Anjaw
east siang	East Siang
dibang valley	Dibang Valley
kurung kumey	Kurung Kumey
west kameng	West Kameng
lower dibang valley	Lower Dibang Valley
tawang	Tawang
papum pare	Papum Pare
goalpara	Goalpara
baksa	Baksa
nagaon	Nagaon
pudukkottai	Pudukkottai
pudukottai	Pudukkottai
vellore	Vellore
chandauli	Chandauli
muktsar	Muktsar
rupnagar	Rupnagar
firozpur	Firozpur
fazilka	Fazilka
west tripura	West Tripura
barnala	Barnala
sahibzada ajit singh nagar	Sahibzada Ajit Singh Nagar
mumbai	Mumbai
bombay	Mumbai
lunglei	Lunglei
kolasib	Kolasib
lawngtlai	Lawngtlai
saiha	Saiha
champhai	Champhai
dhalai	Dhalai
unokoti	Unokoti
north tripura	North Tripura
gomati	Gomati
south tripura	South Tripura
south garo hills	South Garo Hills
ribhoi	Ribhoi
ri-bhoi	Ribhoi
east khasi hills	East Khasi Hills
west khasi hills	West Khasi Hills
south west khasi hills	South West Khasi Hills
west garo hills	West Garo Hills
jhansi	Jhansi
banda	Banda
sonbhadra	Sonbhadra
lalitpur	Lalitpur
ghazipur	Ghazipur
krishnagiri	Krishnagiri
erode	Erode
coimbatore	Coimbatore
warangal (r)	Warangal (R)
warangal rural	Warangal (R)
serchhip	Serchhip
aizawl	Aizawl
mumbai suburban	Mumbai Suburban
nagpur	Nagpur
north goa	North Goa
south goa	South Goa
north  & middle andaman	North  & Middle Andaman
south andaman	South Andaman
nicobars	Nicobars
anugul	Anugul
karaikal	Karaikal
puducherry	Puducherry
mahe	Mahe
ukhrul	Ukhrul
bishnupur	Bishnupur
churachandpur	Churachandpur
thoubal	Thoubal
imphal east	Imphal East
senapati	Senapati
imphal west	Imphal West
mon	Mon
tuensang	Tuensang
mokokchung	Mokokchung
longleng	Longleng
phek	Phek
nalbari	Nalbari
dhubri	Dhubri
sivasagar	Sivasagar
karimganj	Karimganj
tinsukia	Tinsukia
koraput	Koraput
hailakandi	Hailakandi
nabarangapur	Nabarangapur
bargarh	Bargarh
chirang	Chirang
cachar	Cachar
darrang	Darrang
kamrup	Kamrup
dibrugarh	Dibrugarh
barpeta	Barpeta
balangir	Balangir
dhemaji	Dhemaji
sonitpur	Sonitpur
udalguri	Udalguri
jhunjhunun	Jhunjhunun
jaisalmer	Jaisalmer
sikar	Sikar
hanumangarh	Hanumangarh
nagaur	Nagaur
barmer	Barmer
ganganagar	Ganganagar
sri ganganagar	Ganganagar
jodhpur	Jodhpur
churu	Churu
bikaner	Bikaner
pratapgarh (rajasthan)	Pratapgarh (Rajasthan)
morigaon	Morigaon
marigaon	Morigaon
karbi anglong	Karbi Anglong
lakhimpur	Lakhimpur
golaghat	Golaghat
dima hasao	Dima Hasao
pali	Pali
rajsamand	Rajsamand
ajmer	Ajmer
bharatpur	Bharatpur
dungarpur	Dungarpur
chittaurgarh	Chittaurgarh
chittorgarh	Chittaurgarh
udaipur	Udaipur
jalor	Jalor
dausa	Dausa
sirohi	Sirohi
bongaigaon	Bongaigaon
west jaintia hills	West Jaintia Hills
sivaganga	Sivaganga
sivagangai	Sivaganga
thanjavur	Thanjavur
tiruvannamalai	Tiruvannamalai
tiruvanamalai	Tiruvannamalai
kamrup metropolitan	Kamrup Metropolitan
ramanathapuram	Ramanathapuram
tirunelveli	Tirunelveli
tirunelveli kattabo	Tirunelveli
virudhunagar	Virudhunagar
virudhu nagar	Virudhunagar
kokrajhar	Kokrajhar
jorhat	Jorhat
khowai	Khowai
sipahijula	Sipahijula
sipahijala	Sipahijula
sepahijala	Sipahijula
sepahijula	Sipahijula
east garo hills	East Garo Hills
north garo hills	North Garo Hills
subarnapur	Subarnapur
sonapur	Subarnapur
sonepur	Subarnapur
puri	Puri
debagarh	Debagarh
south west garo hills	South West Garo Hills
east jaintia hills	East Jaintia Hills
jagatsinghapur	Jagatsinghapur
kandhamal	Kandhamal
khordha	Khordha
mayurbhanj	Mayurbhanj
malkangiri	Malkangiri
baleshwar	Baleshwar
sambalpur	Sambalpur
gajapati	Gajapati
dhenkanal	Dhenkanal
nayagarh	Nayagarh
cuttack	Cuttack
jajapur	Jajapur
kalahandi	Kalahandi
baudh	Baudh
kendrapara	Kendrapara
kendujhar	Kendujhar
ganjam	Ganjam
sundargarh	Sundargarh
bhadrak	Bhadrak
nuapada	Nuapada
rayagada	Rayagada
jharsuguda	Jharsuguda
bemetra	Bemetra
bemetara	Bemetra
bastar	Bastar
thiruvarur	Thiruvarur
tiruvarur	Thiruvarur
thiruvallur	Thiruvallur
mungeli	Mungeli
bilaspur (chhatisgarh)	Bilaspur (Chhatisgarh)
gariaband	Gariaband
kabeerdham	Kabeerdham
sukma	Sukma
uttar bastar kanker	Uttar Bastar Kanker
baloda bazar	Baloda Bazar
balod	Balod
tiruchirappalli	Tiruchirappalli
tiruchchirappalli	Tiruchirappalli
tiruchi	Tiruchirappalli
tiruppur	Tiruppur
tirupur	Tiruppur
madurai	Madurai
karur	Karur
dharmapuri	Dharmapuri
namakkal	Namakkal
moradabad	Moradabad
sambhal	Sambhal
budaun	Budaun
kanshiram nagar	Kanshiram Nagar
kanshi ram nagar	Kanshiram Nagar
kasganj	Kanshiram Nagar
bahraich	Bahraich
hapur	Hapur
sitapur	Sitapur
samli	Samli
shamli	Samli
dakshin bastar dantewada	Dakshin Bastar Dantewada
dantewada	Dakshin Bastar Dantewada
dantewara	Dakshin Bastar Dantewada
surguja	Surguja
balrampur (Chhatisgarh)	Balrampur (Chhatisgarh)
kondagaon	Kondagaon
shrawasti	Shrawasti
narayanpur	Narayanpur
durg	Durg
surajpur	Surajpur
bijapur (chhatisgarh)	Bijapur (Chhatisgarh)
mathura	Mathura
etah	Etah
hardoi	Hardoi
balrampur (uttar pradesh)	Balrampur (Uttar Pradesh)
mahamaya nagar	Mahamaya Nagar
hathras	Mahamaya Nagar
shahjahanpur	Shahjahanpur
farrukhabad	Farrukhabad
kannauj	Kannauj
pilibhit	Pilibhit
mainpuri	Mainpuri
jyotiba phule nagar	Jyotiba Phule Nagar
raipur	Raipur
koriya	Koriya
dhamtari	Dhamtari
korba	Korba
raigarh (chhatisgarh)	Raigarh (Chhatisgarh)
jashpur	Jashpur
mahasamund	Mahasamund
rajnandgaon	Rajnandgaon
janjgir-champa	Janjgir-Champa
bhilwara	Bhilwara
tonk	Tonk
bundi	Bundi
jaipur	Jaipur
kota	Kota
ariyalur	Ariyalur
theni	Theni
salem	Salem
firozabad	Firozabad
sultanpur	Sultanpur
chitrakoot	Chitrakoot
basti	Basti
gorakhpur	Gorakhpur
lucknow	Lucknow
azamgarh	Azamgarh
faizabad	Faizabad
perambalur	Perambalur
dindigul	Dindigul
meerut	Meerut
aligarh	Aligarh
bulandshahr	Bulandshahr
bijnor	Bijnor
baghpat	Baghpat
kheri	Kheri
rampur	Rampur
bareilly	Bareilly
kaushambi	Kaushambi
jalaun	Jalaun
auraiya	Auraiya
pratapgarh (uttar pradesh)	Pratapgarh (Uttar Pradesh)
hamirpur (uttar pradesh)	Hamirpur (Uttar Pradesh)
gonda	Gonda
kanpur dehat	Kanpur Dehat
jaunpur	Jaunpur
chennai	Chennai
alandur	Chennai
nagapattinam	Nagapattinam
viluppuram	Viluppuram
villupuram	Viluppuram
kancheepuram	Kancheepuram
kanchipuram	Kancheepuram
banswara	Banswara
kanniyakumari	Kanniyakumari
kanyakumari	Kanniyakumari
thoothukkudi	Thoothukkudi
tuticorin	Thoothukkudi
thoothukudi	Thoothukkudi
allahabad	Allahabad
prayagraj	Allahabad
the nilgiris	The Nilgiris
nilgiris	The Nilgiris
jhalawar	Jhalawar
alwar	Alwar
baran	Baran
karauli	Karauli
dhaulpur	Dhaulpur
sawai madhopur	Sawai Madhopur
jangaon	Jangaon
mancherial	Mancherial
bhadradri	Bhadradri
kothagudem	Bhadradri
bhadradri kothagudem	Bhadradri
hydrabad	Hydrabad
hyderabad	Hydrabad
karimnagar	Karimnagar
karim nagar	Karimnagar
nizamabad	Nizamabad
medak	Medak
rangareddy	Rangareddy
nalgonda	Nalgonda
nagarkurnool	Nagarkurnool
adilabad	Adilabad
komaram bheem	Komaram Bheem
komram bheem	Komaram Bheem
nirmal	Nirmal
jagtial	Jagtial
kamareddy	Kamareddy
warangal (u)	Warangal (U)
warangal urban	Warangal (U)
jayashankar	Jayashankar
jayashankar bhupalapally	Jayashankar
peddapalli	Peddapalli
rajanna sircilla	Rajanna Sircilla
sangareddy	Sangareddy
siddipet	Siddipet
mahabubabad	Mahabubabad
khammam	Khammam
suryapet	Suryapet
jogulamba	Jogulamba
jogulamba gadwal	Jogulamba
yadadri	Yadadri
yadadri bhuvanagiri	Yadadri
medchal	Medchal
medchal–malkajgiri	Medchal
malkajgiri	Medchal
wanaparthy	Wanaparthy
vikarabad	Vikarabad
mahabubnagar	Mahabubnagar
mahabub nagar	Mahabubnagar
mahbubnagar	Mahabubnagar
mahbub nagar	Mahabubnagar
kargil	Kargil
leh (ladakh)	Leh (Ladakh)
leh	Leh (Ladakh)
