alt	name
tibirica	Bauru
botafogo	Bebedouro
turvinia	Bebedouro
biritiba-mirim	Biritiba Mirim
são roque novo	Bofete
rubiao junior	Botucatu
vitoriana	Botucatu
são sebastião da serra	Brotas
aracacu	Buri
bom fim do bom jesus	Cabreúva
bacuriti	Cafelândia, São Paulo
cafesopolis	Cafelândia, São Paulo
boa esperanca d'oeste	Caiabu
iubatinga	Caiabu
jordanesia	Cajamar
polvilho	Cajamar
monte verde paulista	Cajobi
barao de geraldo	Campinas
joaquim egidio	Campinas
nova aparecida	Campinas
souzas	Campinas
botujuru	Campo Limpo Paulista
frutal do campo	Cândido Mota
nova alexandria	Cândido Mota
santo antonio do paranapanema	Cândido Mota
apiai-mirim	Capão Bonito
aldeia de carapicuiba	Carapicuíba
vila dirce	Carapicuíba
são joão do marinheiro	Cardoso
lagoa branca	Casa Branca
venda branca	Casa Branca
fazenda velha	Cesário Lange
paraisolandia	Charqueada
irape	Chavantes
lauro penteado	Clementina
tujuguaba	Conchal
juquiratiba	Conchas
caucaia do alto	Cotia
campos de cunha	Cunha
guarapua	Dois Córregos
jacipora	Dracena
jamaica	Dracena
braco	Eldorado, São Paulo
itapeuna	Eldorado, São Paulo
cardeal	Elias Fausto
cipo-guacu	Embu-Guaçu
agulha	Fernando Prestes
brasitania	Fernandópolis
atlantida	Flórida Paulista
indaia do aguapei	Flórida Paulista
jafa	Garça
prudencio e moraes	General Salgado
macucos	Getulina
santa america	Getulina
juritis	Glicério
pioneiros	Guará
ribeiro do vale	Guararema
vicente de carvalho	Guarujá
jardim presidente dutra	Guarulhos
juliania	Herculândia
termas de ibira	Ibirá
cambaratiba	Ibitinga
paruru	Ibiúna
cambaquara	Ilhabela
paranabi	Ilhabela
bacaetava	Iperó
turiba do sul	Itaberá
nova cardoso	Itajobi
gramadinho	Itapetininga
morro do alto	Itapetininga
rechan	Itapetininga
tupy	Itapetininga
alto da brancal	Itapeva, São Paulo
guarizinho	Itapeva, São Paulo
barao ataliba nogueira	Itapira
eleuterio	Itapira
tapinas	Itápolis
pedra branca de itarare	Itararé
santa cruz dos lopes	Itararé
ana dias	Itariri
lobo	Itatinga
itaqueri da serra	Itirapina
capivari da mata	Ituverava
são benedito da cachoeirinha	Ituverava
parque meia lua	Jacareí
são silvestre de jacarei	Jacareí
juruce	Jardinópolis, São Paulo
potunduva	Jaú
laras	Laranjal Paulista
alfredo guedes	Lençóis Paulista
guapiranga	Lins
são berto	Manduri
são josé das laranjeiras	Maracaí
mourao	Mariápolis
amadeu amaral	Marília
avencas	Marília
dirceu	Marília
lacio	Marília
padre nobrega	Marília
rosalia	Marília
guachos	Martinópolis
tecainda	Martinópolis
são lourenço do turvo	Matão
oliveira barros	Miracatu
pedro barros	Miracatu
santa rita do ribeira	Miracatu
amandaba	Mirandópolis
tres aliancas	Mirandópolis
costa machado	Mirante do Paranapanema
cuiaba paulista	Mirante do Paranapanema
ruilandia	Mirassol
igarai	Mococa
são benedito das areias	Mococa
biritiba-ussu	Mogi das Cruzes
bras cubas	Mogi das Cruzes
cezar de souza	Mogi das Cruzes
jundiapeba	Mogi das Cruzes
quatinga	Mogi das Cruzes
sabauna	Mogi das Cruzes
taiacupeba	Mogi das Cruzes
martinho prado junior	Mogi Guaçu
mogi-guaçu	Mogi Guaçu
martim francisco	Mogi Mirim
moji-mirim	Mogi Mirim
aparecida do monte alto	Monte Alto
engenheiro balduino	Monte Aprazível
itaiuba	Monte Aprazível
junqueira	Monte Aprazível
marcondesia	Monte Azul Paulista
bairro alto	Natividade da Serra
barra dourada	Neves Paulista
miraluz	Neves Paulista
ida iolanda	Nhandeara
nova itapirema	Nova Aliança
ingas	Nova Granada
mangaratu	Nova Granada
onda branca	Nova Granada
vale formoso	Novo Horizonte, São Paulo
batista botelho	Óleo
baguacu	Olímpia
ribeiro dos santos	Olímpia
lagoa azul	Osvaldo Cruz
duplo ceu	Palestina, São Paulo
jurupeba	Palestina, São Paulo
conceicao de monte alegre	Paraguaçu Paulista
guaianas	Pederneiras
santelmo	Pederneiras
vangloria	Pederneiras
santa isabel do marinheiro	Pedranópolis
igacaba	Pedregulho
moreira cesar	Pindamonhangaba
roberto	Pindorama
santo antonio do jardim	Pinhal
batatuba	Piracaia
artemis	Piracicaba
guamium	Piracicaba
ibitiruna	Piracicaba
santa teresinha de piracicaba	Piracicaba
tupi	Piracicaba
pradinia	Pirajuí
santo antonio da estiva	Pirajuí
itororo do paranapanema	Pirapozinho
ibitiuva	Pitangueiras, São Paulo
novo cravinhos	Pompéia
paulopolis	Pompéia
candia	Pontal
solemar	Praia Grande, São Paulo
guaricanga	Presidente Alves
araxas	Presidente Bernardes, São Paulo
nova patria	Presidente Bernardes, São Paulo
campinal	Presidente Epitácio
ameliopolis	Presidente Prudente
eneida	Presidente Prudente
floresta do sul	Presidente Prudente
montalvao	Presidente Prudente
santa maria do gurupa	Promissão
agisse	Rancharia
gardenia	Rancharia
guarapiranga	Ribeirão Bonito
campina de fora	Ribeirão Branco
itaboa	Ribeirão Branco
jardim santa luzia	Ribeirão Pires
ouro fino paulista	Ribeirão Pires
ajapi	Rio Claro, São Paulo
assistencia	Rio Claro, São Paulo
nossa senhora do remedio	Salesópolis
botelho	Santa Adélia
ururai	Santa Adélia
caporanga	Santa Cruz do Rio Pardo
clarinia	Santa Cruz do Rio Pardo
sodrelia	Santa Cruz do Rio Pardo
terra nova d'oeste	Santa Mercedes
santa cruz da estrela	Santa Rita do Passa Quatro
capuava	Santo André, São Paulo
paranapiacaba	Santo André, São Paulo
agua vermelha	São Carlos, São Paulo
bela vista são-carlense	São Carlos, São Paulo
santa eudoxia	São Carlos, São Paulo
vila nery	São Carlos, São Paulo
engenheiro schmidt	São José do Rio Preto
talhado	São José do Rio Preto
eugenio de melo	São José dos Campos
são francisco xavier	São José dos Campos
catucaba	São Luiz do Paraitinga
são luis do paraitinga	São Luiz do Paraitinga
aparecida de são manuel	São Manuel
canguera	São Roque
mailasqui	São Roque
são joão novo	São Roque
maresias	São Sebastião, São Paulo
são francisco da praia	São Sebastião, São Paulo
cocaes	Sarapuí
brigadeiro tobias	Sorocaba
cajuru do sul	Sorocaba
éden	Sorocaba
bandeirantes d'oeste	Sud Mennucci
boa vista paulista	Suzanápolis
palmeiras de são paulo	Suzano
curupa	Tabatinga, São Paulo
ibiporanga	Tanabi
guariroba	Taquaritinga
jurupema	Taquaritinga
quiririm	Taubaté
planalto do sul	Teodoro Sampaio, São Paulo
parnaso	Tupã
universo	Tupã
varpa	Tupã
oasis	Tupi Paulista
fatima paulista	Turmalina, São Paulo
picinguaba	Ubatuba
são joão de itaguacu	Urupês
vitoria brazil	Vitória Brasil
simonsen	Votuporanga
barracas	Capela, Sergipe
altos verdes	Carira
são mateus da palestina	Gararu
nossa senhora das dores	Nossa Senhora das Dores
samambaia	Tobias Barreto
brazilandia do tocantins	Brasilândia do Tocantins
dois irmaos do tocantins	Divinópolis do Tocantins
fortaleza do tabocão	Formoso do Araguaia
cartucho	Goiatins
craolandia	Goiatins
principe	Natividade, Tocantins
taquarussu do porto	Palmas, Tocantins
luzimangues	Porto Nacional
morro de são joão	Santa Rosa do Tocantins
brasiléia	Brasiléia
ataléia	Ataléia
pão de açúcar	Pão de Açúcar
piaçabuçu	Piaçabuçu
santana do mundaú	Santana do Mundaú
união dos palmares	União dos Palmares
viçosa, alagoas	Viçosa, Alagoas
calçoene	Calçoene
mazagão	Mazagão
santana, amapá	Santana, Amapá
codajás	Codajás
maués	Maués
são paulo de olivença	São Paulo de Olivença
são sebastião do uatumã	São Sebastião do Uatumã
abaíra	Abaíra
abaré	Abaré
água fria	Água Fria
amélia rodrigues	Amélia Rodrigues
anagé	Anagé
antônio cardoso	Antônio Cardoso
aporá	Aporá
aratuípe	Aratuípe
baianópolis	Baianópolis
brotas de macaúbas	Brotas de Macaúbas
cabaceiras do paraguaçu	Cabaceiras do Paraguaçu
caetité	Caetité
camaçari	Camaçari
cândido sales	Cândido Sales
cícero dantas	Cícero Dantas
conceição do almeida	Conceição do Almeida
conceição do coité	Conceição do Coité
condeúba	Condeúba
contendas do sincorá	Contendas do Sincorá
coração de maria	Coração de Maria
crisópolis	Crisópolis
curaçá	Curaçá
elísio medrado	Elísio Medrado
iaçu	Iaçu
ibicuí	Ibicuí
ibititá	Ibititá
iguaí	Iguaí
ilhéus	Ilhéus
ipecaetá	Ipecaetá
ipirá	Ipirá
irará	Irará
irecê	Irecê
itacaré	Itacaré
itagibá	Itagibá
itaju do colônia	Itaju do Colônia
itajuípe	Itajuípe
itambé, bahia	Itambé, Bahia
itanhém	Itanhém
itororó	Itororó
jandaíra, bahia	Jandaíra, Bahia
jequié	Jequié
jiquiriçá	Jiquiriçá
lençóis	Lençóis
licínio de almeida	Licínio de Almeida
macaúbas	Macaúbas
maraú	Maraú
marcionílio souza	Marcionílio Souza
mata de são joão	Mata de São João
morpará	Morpará
morro do chapéu	Morro do Chapéu
mucugê	Mucugê
nova canaã	Nova Canaã
nova viçosa	Nova Viçosa
piatã	Piatã
pilão arcado	Pilão Arcado
pindaí	Pindaí
pindobaçu	Pindobaçu
potiraguá	Potiraguá
riachão das neves	Riachão das Neves
ribeirão do largo	Ribeirão do Largo
rio do antônio	Rio do Antônio
santa maria da vitória	Santa Maria da Vitória
santa rita de cássia	Santa Rita de Cássia
santanópolis	Santanópolis
são desidério	São Desidério
são felipe	São Felipe
são félix	São Félix
são francisco do conde	São Francisco do Conde
são gabriel, bahia	São Gabriel, Bahia
são gonçalo dos campos	São Gonçalo dos Campos
são josé do jacuípe	São José do Jacuípe
são sebastião do passé	São Sebastião do Passé
sapeaçu	Sapeaçu
sebastião laranjeiras	Sebastião Laranjeiras
sento sé	Sento Sé
sítio do mato	Sítio do Mato
tanhaçu	Tanhaçu
taperoá, bahia	Taperoá, Bahia
tapiramutá	Tapiramutá
uauá	Uauá
ubaíra	Ubaíra
uibaí	Uibaí
uruçuca	Uruçuca
valença, bahia	Valença, Bahia
vitória da conquista	Vitória da Conquista
acaraú	Acaraú
alcântaras	Alcântaras
apuiarés	Apuiarés
araçoiaba	Araçoiaba
ararendá	Ararendá
assaré	Assaré
aurora, ceará	Aurora, Ceará
banabuiú	Banabuiú
baturité	Baturité
canindé	Canindé
cariré	Cariré
cariús	Cariús
cascavel, ceará	Cascavel, Ceará
cedro, ceará	Cedro, Ceará
choró	Choró
coreaú	Coreaú
crateús	Crateús
croatá	Croatá
graça	Graça
groaíras	Groaíras
guaiúba	Guaiúba
hidrolândia, ceará	Hidrolândia, Ceará
icapuí	Icapuí
icó	Icó
iguatu, ceará	Iguatu, Ceará
independência, ceará	Independência, Ceará
ipueiras, ceará	Ipueiras, Ceará
iracema, ceará	Iracema, Ceará
irauçuba	Irauçuba
itapajé	Itapajé
itapiúna	Itapiúna
itarumã	Itarumã
jardim, ceará	Jardim, Ceará
jucás	Jucás
maracanaú	Maracanaú
massapê	Massapê
milagres, ceará	Milagres, Ceará
milhã	Milhã
miraíma	Miraíma
mombaça	Mombaça
moraújo	Moraújo
morrinhos, ceará	Morrinhos, Ceará
orós	Orós
pacatuba, ceará	Pacatuba, Ceará
palmácia	Palmácia
pedra branca, ceará	Pedra Branca, Ceará
quiterianópolis	Quiterianópolis
quixelô	Quixelô
quixeré	Quixeré
redenção, ceará	Redenção, Ceará
santa quitéria	Santa Quitéria
santana do acaraú	Santana do Acaraú
são benedito	São Benedito
são gonçalo do amarante, ceará	São Gonçalo do Amarante, Ceará
senador sá	Senador Sá
solonópole	Solonópole
tauá	Tauá
tejuçuoca	Tejuçuoca
tianguá	Tianguá
várzea alegre	Várzea Alegre
viçosa do ceará	Viçosa do Ceará
brasília	Brasília
afonso cláudio	Afonso Cláudio
água doce do norte	Água Doce do Norte
anchieta, espírito santo	Anchieta, Espírito Santo
apiacá	Apiacá
barra de são francisco	Barra de São Francisco
boa esperança, espírito santo	Boa Esperança, Espírito Santo
conceição da barra	Conceição da Barra
fundão	Fundão
guaçuí	Guaçuí
ibiraçu	Ibiraçu
itaguaçu	Itaguaçu
iúna	Iúna
jaguaré	Jaguaré
joão neiva	João Neiva
mantenópolis	Mantenópolis
marilândia	Marilândia
nova venécia	Nova Venécia
pedro canário	Pedro Canário
piúma	Piúma
santa maria de jetibá	Santa Maria de Jetibá
são gabriel da palha	São Gabriel da Palha
são josé do calçado	São José do Calçado
são mateus	São Mateus
são roque do canaã	São Roque do Canaã
viana, espírito santo	Viana, Espírito Santo
vila valério	Vila Valério
abadiânia	Abadiânia
águas lindas de goiás	Águas Lindas de Goiás
alexânia	Alexânia
anápolis	Anápolis
aparecida de goiânia	Aparecida de Goiânia
aruanã	Aruanã
bonfinópolis	Bonfinópolis
bonópolis	Bonópolis
catalão	Catalão
crixás	Crixás
goianésia	Goianésia
guaraíta	Guaraíta
guarani de goiás	Guarani de Goiás
iporá	Iporá
israelândia	Israelândia
itajá, goiás	Itajá, Goiás
itapirapuã	Itapirapuã
ivolândia	Ivolândia
jussara, goiás	Jussara, Goiás
matrinchã	Matrinchã
minaçu	Minaçu
moiporá	Moiporá
montes claros de goiás	Montes Claros de Goiás
niquelândia	Niquelândia
nova crixás	Nova Crixás
pirenópolis	Pirenópolis
santa filomena do maranhão	Santa Filomena do Maranhão
são joão d'aliança	São João d'Aliança
são luís de montes belos	São Luís de Montes Belos
são simão, goiás	São Simão, Goiás
uruaçu	Uruaçu
vianópolis	Vianópolis
alcântara	Alcântara
apicum-açu	Apicum-Açu
cândido mendes	Cândido Mendes
chapadão do céu	Chapadão do Céu
codó	Codó
igarapé do meio	Igarapé do Meio
igarapé grande	Igarapé Grande
magalhães de almeida	Magalhães de Almeida
mirador, maranhão	Mirador, Maranhão
pindaré-mirim	Pindaré-Mirim
santa fé de goiás	Santa Fé de Goiás
santa helena, maranhão	Santa Helena, Maranhão
são francisco do maranhão	São Francisco do Maranhão
são josé de ribamar	São José de Ribamar
tutóia	Tutóia
água boa, mato grosso	Água Boa, Mato Grosso
aripuanã	Aripuanã
barão de melgaço	Barão de Melgaço
barra do garças	Barra do Garças
cáceres	Cáceres
campinápolis	Campinápolis
chapada dos guimarães	Chapada dos Guimarães
itaúba	Itaúba
juína	Juína
nova brasilândia	Nova Brasilândia
nova canaã do norte	Nova Canaã do Norte
paranaíta	Paranaíta
poconé	Poconé
rondonópolis	Rondonópolis
rosário oeste	Rosário Oeste
salto do céu	Salto do Céu
santo antônio do leverger	Santo Antônio do Leverger
são josé do povo	São José do Povo
são josé do xingu	São José do Xingu
são josé dos quatro marcos	São José dos Quatro Marcos
tangará da serra	Tangará da Serra
várzea grande, mato grosso	Várzea Grande, Mato Grosso
água clara	Água Clara
alcinópolis	Alcinópolis
anastácio	Anastácio
anaurilândia	Anaurilândia
angélica	Angélica
antônio joão	Antônio João
brasilândia	Brasilândia
caarapó	Caarapó
camapuã	Camapuã
cassilândia	Cassilândia
chapadão do sul	Chapadão do Sul
corumbá	Corumbá
deodápolis	Deodápolis
dois irmãos do buriti	Dois Irmãos do Buriti
glória de dourados	Glória de Dourados
inocência	Inocência
itaporã	Itaporã
itaquiraí	Itaquiraí
japorã	Japorã
jateí	Jateí
laguna carapã	Laguna Carapã
naviraí	Naviraí
paranaíba	Paranaíba
ponta porã	Ponta Porã
são gabriel do oeste	São Gabriel do Oeste
selvíria	Selvíria
sidrolândia	Sidrolândia
três lagoas	Três Lagoas
açucena	Açucena
águas vermelhas	Águas Vermelhas
aimorés	Aimorés
além paraíba	Além Paraíba
alto jequitibá	Alto Jequitibá
alvinópolis	Alvinópolis
antônio carlos, minas gerais	Antônio Carlos, Minas Gerais
antônio dias	Antônio Dias
araçuaí	Araçuaí
barão de cocais	Barão de Cocais
barão de monte alto	Barão de Monte Alto
bertópolis	Bertópolis
bocaiúva	Bocaiúva
brasilândia de minas	Brasilândia de Minas
brasília de minas	Brasília de Minas
braúnas	Braúnas
buenópolis	Buenópolis
caeté	Caeté
capitão andrade	Capitão Andrade
capitão enéas	Capitão Enéas
caraí	Caraí
carandaí	Carandaí
chapada gaúcha	Chapada Gaúcha
claro dos poções	Claro dos Poções
cláudio	Cláudio
conceição das alagoas	Conceição das Alagoas
conceição das pedras	Conceição das Pedras
conceição do mato dentro	Conceição do Mato Dentro
conceição do rio verde	Conceição do Rio Verde
coração de jesus	Coração de Jesus
cordislândia	Cordislândia
córrego danta	Córrego Danta
delfinópolis	Delfinópolis
dionísio	Dionísio
divinópolis	Divinópolis
divisópolis	Divisópolis
durandé	Durandé
estrela do indaiá	Estrela do Indaiá
eugenópolis	Eugenópolis
felixlândia	Felixlândia
francisco badaró	Francisco Badaró
francisco sá	Francisco Sá
franciscópolis	Franciscópolis
galiléia	Galiléia
grão mogol	Grão Mogol
guanhães	Guanhães
guapé	Guapé
gurinhatã	Gurinhatã
ibiá	Ibiá
ibiaí	Ibiaí
ibirité	Ibirité
itaipé	Itaipé
itajubá	Itajubá
itambé do mato dentro	Itambé do Mato Dentro
itatiaiuçu	Itatiaiuçu
itaú de minas	Itaú de Minas
jaguaraçu	Jaguaraçu
janaúba	Janaúba
januária	Januária
jequitibá	Jequitibá
joaíma	Joaíma
joão pinheiro	João Pinheiro
jordânia	Jordânia
josé gonçalves de minas	José Gonçalves de Minas
josé raydan	José Raydan
josenópolis	Josenópolis
juvenília	Juvenília
manhuaçu	Manhuaçu
maria da fé	Maria da Fé
matipó	Matipó
miraí	Miraí
montalvânia	Montalvânia
muriaé	Muriaé
nova belém	Nova Belém
olhos-d'água	Olhos-d'Água
palmópolis	Palmópolis
pará de minas	Pará de Minas
paraguaçu	Paraguaçu
paraisópolis	Paraisópolis
patrocínio	Patrocínio
peçanha	Peçanha
poço fundo	Poço Fundo
pompéu	Pompéu
poté	Poté
presidente olegário	Presidente Olegário
ribeirão das neves	Ribeirão das Neves
rio paranaíba	Rio Paranaíba
sabará	Sabará
sabinópolis	Sabinópolis
santa bárbara, minas gerais	Santa Bárbara, Minas Gerais
santa bárbara do leste	Santa Bárbara do Leste
santa bárbara do monte verde	Santa Bárbara do Monte Verde
santa bárbara do tugúrio	Santa Bárbara do Tugúrio
santa maria do suaçuí	Santa Maria do Suaçuí
santa rita do sapucaí	Santa Rita do Sapucaí
santa vitória	Santa Vitória
santana do manhuaçu	Santana do Manhuaçu
santo antônio do amparo	Santo Antônio do Amparo
santo antônio do aventureiro	Santo Antônio do Aventureiro
santo antônio do grama	Santo Antônio do Grama
santo antônio do jacinto	Santo Antônio do Jacinto
santo antônio do monte	Santo Antônio do Monte
santo antônio do retiro	Santo Antônio do Retiro
santo hipólito	Santo Hipólito
são domingos do prata	São Domingos do Prata
são francisco, minas gerais	São Francisco, Minas Gerais
são geraldo	São Geraldo
são gonçalo do abaeté	São Gonçalo do Abaeté
são gonçalo do sapucaí	São Gonçalo do Sapucaí
são gotardo	São Gotardo
são joão da lagoa	São João da Lagoa
são joão da ponte	São João da Ponte
são joão del rei	São João del Rei
são joão do oriente	São João do Oriente
são joão do pacuí	São João do Pacuí
são joão evangelista	São João Evangelista
são joão nepomuceno	São João Nepomuceno
são pedro dos ferros	São Pedro dos Ferros
são romão	São Romão
são roque de minas	São Roque de Minas
são sebastião do maranhão	São Sebastião do Maranhão
são sebastião do paraíso	São Sebastião do Paraíso
são tiago	São Tiago
senhora dos remédios	Senhora dos Remédios
serranópolis de minas	Serranópolis de Minas
simonésia	Simonésia
sobrália	Sobrália
tapiraí, minas gerais	Tapiraí, Minas Gerais
teófilo otoni	Teófilo Otoni
timóteo	Timóteo
três marias	Três Marias
três pontas	Três Pontas
ubá	Ubá
ubaí	Ubaí
uberlândia	Uberlândia
unaí	Unaí
urucânia	Urucânia
várzea da palma	Várzea da Palma
varzelândia	Varzelândia
viçosa, minas gerais	Viçosa, Minas Gerais
virgolândia	Virgolândia
acará	Acará
augusto corrêa	Augusto Corrêa
bagé	Bagé
baião	Baião
belém, pará	Belém, Pará
cametá	Cametá
capanema, pará	Capanema, Pará
conceição do araguaia	Conceição do Araguaia
concórdia do pará	Concórdia do Pará
curuçá	Curuçá
gurupá	Gurupá
igarapé-açu	Igarapé-Açu
igarapé-miri	Igarapé-Miri
magalhães barata	Magalhães Barata
maracanã	Maracanã
medicilândia	Medicilândia
muaná	Muaná
santarém	Santarém
santo antônio do tauá	Santo Antônio do Tauá
são caetano de odivelas	São Caetano de Odivelas
são joão de pirabas	São João de Pirabas
são joão do araguaia	São João do Araguaia
são miguel do guamá	São Miguel do Guamá
belém, paraíba	Belém, Paraíba
boqueirão	Boqueirão
camalaú	Camalaú
catolé do rocha	Catolé do Rocha
conceição	Conceição
conde, paraíba	Conde, Paraíba
cuité	Cuité
cuité de mamanguape	Cuité de Mamanguape
ingá	Ingá
itabaiana, paraíba	Itabaiana, Paraíba
jacaraú	Jacaraú
manaíra	Manaíra
marcação	Marcação
olho d'água	Olho d'Água
passabém	Passabém
paulista, paraíba	Paulista, Paraíba
poço de josé de moura	Poço de José de Moura
riachão do bacamarte	Riachão do Bacamarte
riachão do poço	Riachão do Poço
riacho de santo antônio	Riacho de Santo Antônio
salgado de são félix	Salgado de São Félix
santa rita, paraíba	Santa Rita, Paraíba
são joão do rio do peixe	São João do Rio do Peixe
são joão do tigre	São João do Tigre
são josé de piranhas	São José de Piranhas
são josé do belmonte	São José do Belmonte
sapé	Sapé
sertãozinho, paraíba	Sertãozinho, Paraíba
soledade, paraíba	Soledade, Paraíba
sumé	Sumé
alto paraná	Alto Paraná
altônia	Altônia
ampére	Ampére
andirá	Andirá
araruna, paraná	Araruna, Paraná
araújos	Araújos
assaí	Assaí
bandeirantes, paraná	Bandeirantes, Paraná
barracão, paraná	Barracão, Paraná
bela vista do paraíso	Bela Vista do Paraíso
brasilândia do sul	Brasilândia do Sul
cambé	Cambé
campo mourão	Campo Mourão
cândido de abreu	Cândido de Abreu
capanema, paraná	Capanema, Paraná
capitão leônidas marques	Capitão Leônidas Marques
carlópolis	Carlópolis
cascavel, paraná	Cascavel, Paraná
clevelândia	Clevelândia
colorado, paraná	Colorado, Paraná
corbélia	Corbélia
cornélio procópio	Cornélio Procópio
curiúva	Curiúva
enéas marques	Enéas Marques
engenheiro beltrão	Engenheiro Beltrão
fênix	Fênix
floraí	Floraí
foz do iguaçu	Foz do Iguaçu
francisco beltrão	Francisco Beltrão
general carneiro, paraná	General Carneiro, Paraná
guaíra, paraná	Guaíra, Paraná
guaraci, paraná	Guaraci, Paraná
guaraniaçu	Guaraniaçu
guaraqueçaba	Guaraqueçaba
icaraíma	Icaraíma
imbaú	Imbaú
iporã	Iporã
irati, paraná	Irati, Paraná
itaipulândia	Itaipulândia
ivaí	Ivaí
ivaiporã	Ivaiporã
ivaté	Ivaté
jaguariaíva	Jaguariaíva
janiópolis	Janiópolis
jesuítas	Jesuítas
joaquim távora	Joaquim Távora
luiziânia	Luiziânia
lupionópolis	Lupionópolis
marechal cândido rondon	Marechal Cândido Rondon
marilândia do sul	Marilândia do Sul
maringá	Maringá
mariópolis	Mariópolis
maripá	Maripá
matelândia	Matelândia
nova aurora, paraná	Nova Aurora, Paraná
nova esperança	Nova Esperança
paiçandu	Paiçandu
palmas, paraná	Palmas, Paraná
palmeira, paraná	Palmeira, Paraná
paranaguá	Paranaguá
paranavaí	Paranavaí
pérola d'oeste	Pérola d'Oeste
pinhalão	Pinhalão
pinhão, paraná	Pinhão, Paraná
planaltina do paraná	Planaltina do Paraná
planalto, paraná	Planalto, Paraná
prudentópolis	Prudentópolis
querência do norte	Querência do Norte
renascença	Renascença
ribeirão claro	Ribeirão Claro
ribeirão do pinhal	Ribeirão do Pinhal
rio bonito do iguaçu	Rio Bonito do Iguaçu
rolândia	Rolândia
santa helena, paraná	Santa Helena, Paraná
santa isabel do ivaí	Santa Isabel do Ivaí
santa lúcia, paraná	Santa Lúcia, Paraná
santa mônica	Santa Mônica
são carlos do ivaí	São Carlos do Ivaí
são jerônimo da serra	São Jerônimo da Serra
são joão, paraná	São João, Paraná
são joão do ivaí	São João do Ivaí
são joão do triunfo	São João do Triunfo
são jorge d'oeste	São Jorge d'Oeste
são jorge do ivaí	São Jorge do Ivaí
são josé dos pinhais	São José dos Pinhais
são mateus do sul	São Mateus do Sul
são miguel do iguaçu	São Miguel do Iguaçu
são pedro do ivaí	São Pedro do Ivaí
são pedro do paraná	São Pedro do Paraná
sengés	Sengés
tapejara, paraná	Tapejara, Paraná
terra roxa, paraná	Terra Roxa, Paraná
toledo, paraná	Toledo, Paraná
ubiratã	Ubiratã
união da vitória	União da Vitória
uraí	Uraí
verê	Verê
afrânio	Afrânio
água preta	Água Preta
águas belas	Águas Belas
aliança	Aliança
belém de maria	Belém de Maria
betânia	Betânia
bodocó	Bodocó
buíque	Buíque
carnaíba	Carnaíba
custódia	Custódia
glória do goitá	Glória do Goitá
goianá	Goianá
gravatá	Gravatá
itaíba	Itaíba
itambaracá	Itambaracá
jaboatão dos guararapes	Jaboatão dos Guararapes
jataúba	Jataúba
jatobá, pernambuco	Jatobá, Pernambuco
jupiá	Jupiá
orobó	Orobó
poção	Poção
quipapá	Quipapá
ribeirão	Ribeirão
saloá	Saloá
sanharó	Sanharó
são benedito do sul	São Benedito do Sul
são bento do una	São Bento do Una
são caitano	São Caitano
são joão, pernambuco	São João, Pernambuco
são lourenço da mata	São Lourenço da Mata
são vicente ferrer	São Vicente Ferrer
sertânia	Sertânia
sirinhaém	Sirinhaém
tacaimbó	Tacaimbó
tamandaré	Tamandaré
timbaúba	Timbaúba
vicência	Vicência
vitória de santo antão	Vitória de Santo Antão
cristalândia do piauí	Cristalândia do Piauí
júlio borges	Júlio Borges
santo antônio de lisboa	Santo Antônio de Lisboa
santo antônio dos milagres	Santo Antônio dos Milagres
barra do piraí	Barra do Piraí
itaboraí	Itaboraí
itaguaí	Itaguaí
macaé	Macaé
magé	Magé
maricá	Maricá
nilópolis	Nilópolis
niterói	Niterói
nova iguaçu	Nova Iguaçu
paraíba do sul	Paraíba do Sul
petrópolis	Petrópolis
piraí	Piraí
porciúncula	Porciúncula
santo antônio de pádua	Santo Antônio de Pádua
são fidélis	São Fidélis
são francisco de itabapoana	São Francisco de Itabapoana
são gonçalo	São Gonçalo
são joão da barra	São João da Barra
são joão de meriti	São João de Meriti
são sebastião do alto	São Sebastião do Alto
teresópolis	Teresópolis
três rios	Três Rios
caiçara do norte	Caiçara do Norte
caiçara do rio do vento	Caiçara do Rio do Vento
caicó	Caicó
caraúbas, rio grande do norte	Caraúbas, Rio Grande do Norte
januário cicco	Januário Cicco
joão dias	João Dias
josé da penha	José da Penha
luís gomes	Luís Gomes
são gonçalo do amarante, rio grande do norte	São Gonçalo do Amarante, Rio Grande do Norte
são josé do campestre	São José do Campestre
sítio novo, rio grande do norte	Sítio Novo, Rio Grande do Norte
tangará, rio grande do norte	Tangará, Rio Grande do Norte
várzea, rio grande do norte	Várzea, Rio Grande do Norte
água santa	Água Santa
arambaré	Arambaré
balneário pinhal	Balneário Pinhal
barão do triunfo	Barão do Triunfo
barracão, rio grande do sul	Barracão, Rio Grande do Sul
bento gonçalves	Bento Gonçalves
boa vista das missões	Boa Vista das Missões
butiá	Butiá
caçapava do sul	Caçapava do Sul
caibaté	Caibaté
caiçara, rio grande do sul	Caiçara, Rio Grande do Sul
cambará do sul	Cambará do Sul
candelária	Candelária
capão da canoa	Capão da Canoa
capão do leão	Capão do Leão
capitão	Capitão
catuípe	Catuípe
ciríaco	Ciríaco
cotiporã	Cotiporã
dom pedro de alcântara	Dom Pedro de Alcântara
doutor maurício cardoso	Doutor Maurício Cardoso
esperança do sul	Esperança do Sul
estação	Estação
estância velha	Estância Velha
general câmara	General Câmara
getúlio vargas	Getúlio Vargas
giruá	Giruá
gravataí	Gravataí
guaporé	Guaporé
